headword;pronunciation;POS;accent;schAccent;schGraph;nbSyll;page
['acquitment'];['a(kqui(tmi(nt'];['/n/'];['acqui@tment'];['010'];['VCCVV1CCVCC'];['3'];['acquisitive-addibility']
['acquittal'];['a(kqui(ti(l'];['/n/'];['acqui@ttal'];['010'];['VCCVV1CCVC'];['3'];['acquisitive-addibility']
['acre'];['aikr'];['/n/'];['a@cre'];['1'];['V1CCV'];['1'];['acquisitive-addibility']
['acrid'];['a(kri(d'];['/adj/'];['a@crid'];['10'];['V1CCVC'];['2'];['acquisitive-addibility']
['acrimonious'];['a(kri(mo)nyu(s'];['/adj/'];['acrimo@nious'];['0010'];['VCCVCV1CVVVC'];['4'];['acquisitive-addibility']
['acrimony'];['a(kri(mu(ny('];['/n/'];['a@crimony'];['1000'];['V1CCVCVCV'];['4'];['acquisitive-addibility']
['acritude'];['a(kri(teud'];['/n/'];['a@critude'];['100'];['V1CCVCVCV'];['3'];['acquisitive-addibility']
['acronical'];['a(kro)ni(ki(l'];['/adj/'];['acro@nical'];['0100'];['VCCV1CVCVC'];['4'];['acquisitive-addibility']
['acrospire'];['a(kro(spi)r'];['/n/'];['a@crospire'];['100'];['V1CCVCCVCV'];['3'];['acquisitive-addibility']
['across'];['a(kro(ss'];['/prep/'];['acro@ss'];['01'];['VCCV1CC'];['2'];['acquisitive-addibility']
['acrostic'];['a(kro(sti(k'];['/n/'];['acro@stic'];['010'];['VCCV1CCVC'];['3'];['acquisitive-addibility']
['act'];['a(kt'];['/n/v/'];['act'];['0'];['VCC'];['1'];['acquisitive-addibility']
['action'];['a(kshu(n'];['/n/'];['a@ction'];['10'];['V1CCVVC'];['2'];['acquisitive-addibility']
['actionable'];['a(kshu(ni(bl'];['/adj/'];['a@ctionable'];['100'];['V1CCVVCVCCV'];['3'];['acquisitive-addibility']
['active'];['a(kti(v'];['/adj/'];['a@ctive'];['10'];['V1CCVCV'];['2'];['acquisitive-addibility']
['actively'];['a(kti(vly('];['/adv/'];['a@ctively'];['1000'];['V1CCVCVCV'];['4'];['acquisitive-addibility']
['activeness'];['a(kti(vni(ss'];['/n/'];['a@ctiveness'];['1000'];['V1CCVCVCVCC'];['4'];['acquisitive-addibility']
['activity'];['a(kti(vi(ty'];['/n/'];['acti@vity'];['0100'];['VCCV1CVCV'];['4'];['acquisitive-addibility']
['actor'];['a(ktu(r'];['/n/'];['a@ctor'];['10'];['V1CCVC'];['2'];['acquisitive-addibility']
['actress'];['a(ktri(ss'];['/n/'];['a@ctress'];['10'];['V1CCCVCC'];['2'];['acquisitive-addibility']
['actual'];['a(kteui(l'];['/adj/'];['a@ctual'];['100'];['V1CCVVC'];['3'];['acquisitive-addibility']
['actually'];['a(kteui(lly('];['/adv/'];['a@ctually'];['1000'];['V1CCVVCCV'];['4'];['acquisitive-addibility']
['actuary'];['a(kteuairy('];['/n/'];['a@ctuary'];['1000'];['V1CCVVCV'];['4'];['acquisitive-addibility']
['actuate'];['a(kteuait'];['/v/'];['a@ctuate'];['100'];['V1CCVVCV'];['3'];['acquisitive-addibility']
['acumen'];['a(keumi(n'];['/n/'];['acu@men'];['010'];['VCV1CVC'];['3'];['acquisitive-addibility']
['acute'];['a(keut'];['/adj/n/'];['acu@te'];['01'];['VCV1CV'];['2'];['acquisitive-addibility']
['acutely'];['a(keutly('];['/adv/'];['acu@tely'];['0100'];['VCV1CVCV'];['4'];['acquisitive-addibility']
['acuteness'];['a(keutni(ss'];['/n/'];['acu@teness'];['0100'];['VCV1CVCVCC'];['4'];['acquisitive-addibility']
['adage'];['a(daidsh'];['/n/'];['a@dage'];['10'];['V1CVCV'];['2'];['acquisitive-addibility']
['adagio'];['a(daiji(o('];['/n/'];['ada@gio'];['0100'];['VCV1CVV'];['4'];['acquisitive-addibility']
['adamant'];['a(da(mi(nt'];['/n/'];['a@damant'];['100'];['V1CVCVCC'];['3'];['acquisitive-addibility']
['adamantine'];['a(da(ma(nti)n'];['/adj/'];['adama@ntine'];['0010'];['VCVCV1CCVCV'];['4'];['acquisitive-addibility']
['adapt'];['a(dapt'];['/v/'];['ada@pt'];['01'];['VCV1CC'];['2'];['acquisitive-addibility']
['adapted'];['a(da(pti(d'];['/adj/'];['ada@pted'];['010'];['VCV1CCVC'];['3'];['acquisitive-addibility']
['add'];['a(dd'];['/v/'];['add'];['0'];['VCC'];['1'];['acquisitive-addibility']
['adder'];['a(ddi(r'];['/n/'];['a@dder'];['10'];['V1CCVC'];['2'];['acquisitive-addibility']
['addible'];['a(ddi(bl'];['/adj/'];['a@ddible'];['10'];['V1CCVCCV'];['2'];['acquisitive-addibility']
['addibility'];['a(ddi(bee(li(ty('];['/n/'];['addibi@lity'];['00100'];['VCCVCV1CVCV'];['5'];['acquisitive-addibility']
['addice'];['a(ddi(ss'];['/n/'];['a@ddice'];['10'];['V1CCVCV'];['2'];['addice-adjudication']
['addict'];['a(ddi(kt'];['/v/'];['addi@ct'];['01'];['VCCV1CC'];['2'];['addice-adjudication']
['addiction'];['addi(kshu(n'];['/n/'];['addi@ction'];['010'];['VCCV1CCVVC'];['3'];['addice-adjudication']
['additament'];['a(ddi(ta(mi(nt'];['/n/'];['additament'];['0000'];['VCCVCVCVCC'];['4'];['addice-adjudication']
['addition'];['addee(shu(n'];['/n/'];['addi@tion'];['010'];['VCCV1CVVC'];['3'];['addice-adjudication']
['additional'];['addee(shuni(l'];['/adj/'];['addi@tional'];['0100'];['VCCV1CVVCVC'];['4'];['addice-adjudication']
['additory'];['addi(to(rry('];['/adj/'];['a@dditory'];['1000'];['V1CCVCVCV'];['4'];['addice-adjudication']
['addle'];['a(ddl'];['/n/adj/'];['a@ddle'];['1'];['V1CCCV'];['1'];['addice-adjudication']
['address'];['a(ddre(ss'];['/n/v/'];['addre@ss'];['01'];['VCCCV1CC'];['2'];['addice-adjudication']
['addresser'];['a(ddre(ssi(r'];['/n/'];['addre@sser'];['010'];['VCCCV1CCVC'];['3'];['addice-adjudication']
['adduce'];['a(ddeuss'];['/v/'];['addu@ce'];['01'];['VCCV1CV'];['2'];['addice-adjudication']
['adducent'];['a(ddeusi(nt'];['/adj/'];['addu@cent'];['010'];['VCCV1CVCC'];['3'];['addice-adjudication']
['adductors'];['a(ddu(ktu(rz'];['/n/'];['addu@ctors'];['010'];['VCCV1CCVCC'];['3'];['addice-adjudication']
['addenography'];['a(dde(no(gra(fy('];['/n/'];['addeno@graphy'];['00100'];['VCCVCV1CCVCCV'];['5'];['addice-adjudication']
['adept'];['a(dde(pt'];['/n/'];['ade@pt'];['01'];['VCV1CC'];['2'];['addice-adjudication']
['adequate'];['a(dde(quait'];['/adj/'];['a@dequate'];['100'];['V1CVCVVCV'];['3'];['addice-adjudication']
['adequately'];['a(dde(quaitly('];['/adv/'];['a@dequately'];['1000'];['V1CVCVVCVCV'];['4'];['addice-adjudication']
['adequateness'];['a(dde(quaitni(ss'];['/n/'];['a@dequateness'];['1000'];['V1CVCVVCVCVCC'];['4'];['addice-adjudication']
['adhere'];['a(dhee(r'];['/v/'];['adhe@re'];['01'];['VCCV1CV'];['2'];['addice-adjudication']
['adherence'];['a(dhee(ri(nss'];['/n/'];['adhe@rence'];['010'];['VCCV1CVCCV'];['3'];['addice-adjudication']
['adherent'];['a(dhee(ri(nt'];['/n/'];['adhe@rent'];['010'];['VCCV1CVCC'];['3'];['addice-adjudication']
['adhesion'];['a(dhee(zyu(n'];['/n/'];['adhe@sion'];['010'];['VCCV1CVVC'];['3'];['addice-adjudication']
['adhesive'];['a(dhee(si(v'];['/adj/'];['adhe@sive'];['010'];['VCCV1CVCV'];['3'];['addice-adjudication']
['adhibit'];['a(dhee(bi(t'];['/v/'];['adhi@bit'];['010'];['VCCV1CVC'];['3'];['addice-adjudication']
['adhibition'];['a(dhi(bee(shun'];['/n/'];['adhibi@tion'];['0010'];['VCCVCV1CVVC'];['4'];['addice-adjudication']
['adjacency'];['a(djaisi(nsy('];['/n/'];['adja@cency'];['0100'];['VCCV1CVCCV'];['4'];['addice-adjudication']
['adjacent'];['a(djaisi(nt'];['/adj/n/'];['adja@cent'];['010'];['VCCV1CVCC'];['3'];['addice-adjudication']
['adiaphorous'];['a(di(a(ffu(ru(s'];['/adj/'];['adia@phorous'];['00100'];['VCVV1CCVCVVC'];['5'];['addice-adjudication']
['adiaphory'];['a(di(a(ffu(ry('];['/n/'];['adia@phory'];['00100'];['VCVV1CCVCV'];['5'];['addice-adjudication']
['adject'];['a(dje(kt'];['/v/'];['adje@ct'];['01'];['VCCV1CC'];['2'];['addice-adjudication']
['adjection'];['a(dje(kshu(n'];['/n/'];['adje@ction'];['010'];['VCCV1CCVVC'];['3'];['addice-adjudication']
['adjectitious'];['a(dje(ktee(shu(s'];['/adj/'];['adjecti@tious'];['0010'];['VCCVCCV1CVVVC'];['4'];['addice-adjudication']
['adjective'];['a(dje(kti(v'];['/adj/'];['a@djective'];['100'];['V1CCVCCVCV'];['3'];['addice-adjudication']
['adjectively'];['a(dje(kti(vly('];['/adv/'];['a@djectively'];['10000'];['V1CCVCCVCVCV'];['5'];['addice-adjudication']
['adieu'];['ai(dew'];['/n/'];['adieu@'];['01'];['VCVVV1'];['2'];['addice-adjudication']
['adjoin'];['a(djoin'];['/v/'];['adjoi@n'];['01'];['VCCVV1C'];['2'];['addice-adjudication']
['adjourn'];['a(dju(rn'];['/v/'];['adjou@rn'];['01'];['VCCVV1CC'];['2'];['addice-adjudication']
['adjournment'];['a(dju(rnmi(nt'];['/n/'];['adjou@rnment'];['010'];['VCCVV1CCCVCC'];['3'];['addice-adjudication']
['adjudge'];['a(dju(dsh'];['/v/'];['adju@dge'];['01'];['VCCV1CCV'];['2'];['addice-adjudication']
['adjudication'];['a(djoodi(kaishu(n'];['/n/'];['adjudica@tion'];['00010'];['VCCVCVCV1CVVC'];['5'];['addice-adjudication']
['adjudicate'];['a(djoodi(kait'];['/v/'];['adju@dicate'];['0100'];['VCCV1CVCVCV'];['4'];['adjudicate-admit']
['adjugate'];['a(djoogait'];['/v/'];['a@djugate'];['100'];['V1CCVCVCV'];['3'];['adjudicate-admit']
['adjument'];['a(djoome(nt'];['/n/'];['a@djument'];['100'];['V1CCVCVCC'];['3'];['adjudicate-admit']
['adjunct'];['a(dju(nkt'];['/n/'];['a@djunct'];['10'];['V1CCVCCC'];['2'];['adjudicate-admit']
['adjunction'];['a(dju(nkshu(n'];['/n/'];['adju@nction'];['010'];['VCCV1CCCVVC'];['3'];['adjudicate-admit']
['adjunctive'];['a(dju(nktiv'];['/n/'];['adju@nctive'];['010'];['VCCV1CCCVCV'];['3'];['adjudicate-admit']
['adjuration'];['a(djooraishu(n'];['/n/'];['adjura@tion'];['0010'];['VCCVCV1CVVC'];['4'];['adjudicate-admit']
['adjure'];['a(djoor'];['/v/'];['adju@re'];['01'];['VCCV1CV'];['2'];['adjudicate-admit']
['adjust'];['a(dju(st'];['/v/'];['adju@st'];['01'];['VCCV1CC'];['2'];['adjudicate-admit']
['adjustment'];['a(dju(stmi(nt'];['/n/'];['adju@stment'];['010'];['VCCV1CCCVCC'];['3'];['adjudicate-admit']
['adjutant'];['a(djoota(nt'];['/n/'];['a@djutant'];['100'];['V1CCVCVCC'];['3'];['adjudicate-admit']
['adjutor'];['a(djooto(r'];['/n/'];['adju@tor'];['010'];['VCCV1CVC'];['3'];['adjudicate-admit']
['adjutory'];['a(djootu(rry'];['/adj/'];['adju@tory'];['0100'];['VCCV1CVCV'];['4'];['adjudicate-admit']
['adjuvant'];['a(djoova(nt'];['/adj/'];['a@djuvant'];['100'];['V1CCVCVCC'];['3'];['adjudicate-admit']
['adjuvate'];['a(djoovait'];['/v/'];['a@djuvate'];['100'];['V1CCVCVCV'];['3'];['adjudicate-admit']
['admeasurement'];['a(dme(zyurmi(nt'];['/n/'];['admea@surement'];['0100'];['VCCVV1CVCVCVCC'];['4'];['adjudicate-admit']
['admensuration'];['a(dme(nsu(raishun'];['/n/'];['admensura@tion'];['00010'];['VCCVCCVCV1CVVC'];['5'];['adjudicate-admit']
['adminicle'];['a(dmi(nni(kl'];['/n/'];['admi@nicle'];['010'];['VCCV1CVCCV'];['3'];['adjudicate-admit']
['adminicular'];['a(dmi(ni(keuli(r'];['/adj/'];['admini@cular'];['00100'];['VCCVCV1CVCVC'];['5'];['adjudicate-admit']
['administer'];['a(dmi(ni(sti(r'];['/v/'];['admi@nister'];['0100'];['VCCV1CVCCVC'];['4'];['adjudicate-admit']
['administrate'];['a(dmi(ni(strait'];['/v/'];['admi@nistrate'];['0100'];['VCCV1CVCCCVCV'];['4'];['adjudicate-admit']
['administration'];['a(dmi(ni(straishun'];['/n/'];['administra@tion'];['00010'];['VCCVCVCCCV1CVVC'];['5'];['adjudicate-admit']
['administrator'];['a(dmi(ni(straitu(r'];['/n/'];['administra@tor'];['00010'];['VCCVCVCCCV1CVC'];['5'];['adjudicate-admit']
['administratrix'];['a(dmi(ni(straitri(ks'];['/n/'];['administra@trix'];['00010'];['VCCVCVCCCV1CCVC'];['5'];['adjudicate-admit']
['admirable'];['a(dmi(rri(bl'];['/adj/'];['a@dmirable'];['100'];['V1CCVCVCCV'];['3'];['adjudicate-admit']
['admirableness'];['a(dmi(rri(blni(ss'];['/n/'];['a@dmirableness'];['10000'];['V1CCVCVCCVCVCC'];['5'];['adjudicate-admit']
['admirability'];['a(dmi(rra(bee(li(ty('];['/n/'];['admirabi@lity'];['000100'];['VCCVCVCV1CVCV'];['6'];['adjudicate-admit']
['admirably'];['a(dmi(rri(bly('];['/adv/'];['a@dmirably'];['1000'];['V1CCVCVCCV'];['4'];['adjudicate-admit']
['admiral'];['a(dmi(rri(l'];['/n/'];['a@dmiral'];['100'];['V1CCVCVC'];['3'];['adjudicate-admit']
['admiralty'];['a(dmi(rri(lty('];['/n/'];['a@dmiralty'];['1000'];['V1CCVCVCCV'];['4'];['adjudicate-admit']
['admiration'];['a(dmi(rraishu(n'];['/n/'];['admira@tion'];['0010'];['VCCVCV1CVVC'];['4'];['adjudicate-admit']
['admire'];['a(dmi)r'];['/v/'];['admi@re'];['01'];['VCCV1CV'];['2'];['adjudicate-admit']
['admirer'];['a(dmi)ri(r'];['/n/'];['admi@rer'];['010'];['VCCV1CVC'];['3'];['adjudicate-admit']
['admiringly'];['a(dmi)ri(ngly('];['/adv/'];['admi@ringly'];['0100'];['VCCV1CVCCCV'];['4'];['adjudicate-admit']
['admissible'];['a(dmi(ssi(bl'];['/adj/'];['admi@ssible'];['010'];['VCCV1CCVCCV'];['3'];['adjudicate-admit']
['admission'];['a(dmi(sshu(n'];['/n/'];['admi@ssion'];['010'];['VCCV1CCVVC'];['3'];['adjudicate-admit']
['admit'];['a(dmi(t'];['/v/'];['admi@t'];['01'];['VCCV1C'];['2'];['adjudicate-admit']
['admittable'];['a(dmi(tti(bl'];['/adj/'];['admi@ttable'];['010'];['VCCV1CCVCCV'];['3'];['admittable-advantageousness']
['admittance'];['a(dmi(tti(nss'];['/n/'];['admi@ttance'];['010'];['VCCV1CCVCCV'];['3'];['admittable-advantageousness']
['admix'];['a(dmi(ks'];['/v/'];['admi@x'];['01'];['VCCV1C'];['2'];['admittable-advantageousness']
['admixture'];['a(dmi(kstu(r'];['/n/'];['admi@xture'];['010'];['VCCV1CCVCV'];['3'];['admittable-advantageousness']
['admonish'];['a(dmo(nni(sh'];['/v/'];['admo@nish'];['010'];['VCCV1CVCC'];['3'];['admittable-advantageousness']
['admonisher'];['a(dmo(nni(shi(r'];['/n/'];['admo@nisher'];['0100'];['VCCV1CVCCVC'];['4'];['admittable-advantageousness']
['admonition'];['a(dmo(nee(shu(n'];['/n/'];['admoni@tion'];['0010'];['VCCVCV1CVVC'];['4'];['admittable-advantageousness']
['admonitory'];['a(dmo(nni(tu(rry('];['/adj/'];['admo@nitory'];['01000'];['VCCV1CVCVCV'];['5'];['admittable-advantageousness']
['admove'];['a(dmoov'];['/v/'];['admo@ve'];['01'];['VCCV1CV'];['2'];['admittable-advantageousness']
['adolescence'];['a(do(le(ssi(nss'];['/n/'];['adole@scence'];['0010'];['VCVCV1CCVCCV'];['4'];['admittable-advantageousness']
['adolescency'];['a(do(le(ssi(nsy('];['/n/'];['adole@scency'];['00100'];['VCVCV1CCVCCV'];['5'];['admittable-advantageousness']
['adopt'];['a(do(pt'];['/v/'];['ado@pt'];['01'];['VCV1CC'];['2'];['admittable-advantageousness']
['adoptedly'];['a(do(pti(dly('];['/adv/'];['ado@ptedly'];['0100'];['VCV1CCVCCV'];['4'];['admittable-advantageousness']
['adopter'];['a(do(pti(r'];['/n/'];['ado@pter'];['010'];['VCV1CCVC'];['3'];['admittable-advantageousness']
['adoption'];['a(do(pshu(n'];['/n/'];['ado@ption'];['010'];['VCV1CCVVC'];['3'];['admittable-advantageousness']
['adoptive'];['a(do(pti(v'];['/adj/'];['ado@ptive'];['010'];['VCV1CCVCV'];['3'];['admittable-advantageousness']
['adorable'];['a(do)ri(bl'];['/adj/'];['ado@rable'];['010'];['VCV1CVCCV'];['3'];['admittable-advantageousness']
['adorableness'];['a(do)ri(blni(ss'];['/n/'];['ado@rableness'];['01000'];['VCV1CVCCVCVCC'];['5'];['admittable-advantageousness']
['adorably'];['a(do)ri(bly('];['/adv/'];['ado@rably'];['0100'];['VCV1CVCCV'];['4'];['admittable-advantageousness']
['adoration'];['a(do(raishu(n'];['/n/'];['adora@tion'];['0010'];['VCVCV1CVVC'];['4'];['admittable-advantageousness']
['adore'];['a(do)r'];['/v/'];['ado@re'];['01'];['VCV1CV'];['2'];['admittable-advantageousness']
['adorer'];['a(do)ri(r'];['/n/'];['ado@rer'];['010'];['VCV1CVC'];['3'];['admittable-advantageousness']
['adorn'];['a(do%rn'];['/v/'];['ado@rn'];['01'];['VCV1CC'];['2'];['admittable-advantageousness']
['adornment'];['a(do%rnmi(nt'];['/n/'];['ado@rnment'];['010'];['VCV1CCCVCC'];['3'];['admittable-advantageousness']
['adown'];['a(do*wn'];['/prep/'];['ado@wn'];['01'];['VCV1CC'];['2'];['admittable-advantageousness']
['adread'];['a(dre(d'];['/adv/'];['adrea@d'];['01'];['VCCVV1C'];['2'];['admittable-advantageousness']
['adrift'];['a(dri(ft'];['/adv/'];['adri@ft'];['01'];['VCCV1CC'];['2'];['admittable-advantageousness']
['adroit'];['a(droit'];['/adj/'];['adroi@t'];['01'];['VCCVV1C'];['2'];['admittable-advantageousness']
['adroitness'];['a(droitni(ss'];['/n/'];['adroi@tness'];['010'];['VCCVV1CCVCC'];['3'];['admittable-advantageousness']
['adry'];['a(dri)'];['/adj/'];['adry@'];['01'];['VCCV1'];['2'];['admittable-advantageousness']
['adscititious'];['a(dsi(tee(shu(s'];['/adj/'];['adsciti@tious'];['0010'];['VCCCVCV1CVVVC'];['4'];['admittable-advantageousness']
['adstriction'];['a(dstri(kshu(n'];['/n/'];['adstri@ction'];['010'];['VCCCCV1CCVVC'];['3'];['admittable-advantageousness']
['advance'];['a(dva(nss'];['/n/v/'];['adva@nce'];['01'];['VCCV1CCV'];['2'];['admittable-advantageousness']
['advancement'];['a(dva(nssmi(nt'];['/n/'];['adva@ncement'];['0100'];['VCCV1CCVCVCC'];['4'];['admittable-advantageousness']
['advancer'];['a(dva(nsi(r'];['/n/'];['adva@ncer'];['010'];['VCCV1CCVC'];['3'];['admittable-advantageousness']
['advantage'];['a(dva(nti(dsh'];['/n/v/'];['adva@ntage'];['010'];['VCCV1CCVCV'];['3'];['admittable-advantageousness']
['advantaged'];['a(dva(nti(dshi(d'];['/adj/'];['adva@ntaged'];['0100'];['VCCV1CCVCVC'];['4'];['admittable-advantageousness']
['advantageous'];['a(dva(ntaiju(s'];['/adj/'];['advanta@geous'];['0010'];['VCCVCCV1CVVVC'];['4'];['admittable-advantageousness']
['advantageously'];['a(dva(ntaiju(sly('];['/adv/'];['advanta@geously'];['00100'];['VCCVCCV1CVVVCCV'];['5'];['admittable-advantageousness']
['advantageousness'];['a(dva(ntaiju(sni(ss'];['/n/'];['advanta@geousness'];['00100'];['VCCVCCV1CVVVCCVCC'];['5'];['admittable-advantageousness']
['advene'];['a(dvee(n'];['/v/'];['adve@ne'];['01'];['VCCV1CV'];['2'];['advene-adulter']
['advenient'];['a(dvee(nyi(nt'];['/adj/'];['adve@nient'];['010'];['VCCV1CVVCC'];['3'];['advene-adulter']
['advent'];['a(dve(nt'];['/n/'];['a@dvent'];['10'];['V1CCVCC'];['2'];['advene-adulter']
['adventine'];['a(dve(nti)n'];['/adj/'];['adve@ntine'];['010'];['VCCV1CCVCV'];['3'];['advene-adulter']
['adventitious'];['a(dve(ntee(shu(s'];['/adj/'];['adventi@tious'];['0010'];['VCCVCCV1CVVVC'];['4'];['advene-adulter']
['adventive'];['a(dve(nti(v'];['/n/'];['adve@ntive'];['010'];['VCCV1CCVCV'];['3'];['advene-adulter']
['adventual'];['a(dve(nteui(l'];['/adj/'];['adve@ntual'];['0100'];['VCCV1CCVVC'];['4'];['advene-adulter']
['adventure'];['a(dve(ntyu(r'];['/n/v/'];['adve@nture'];['010'];['VCCV1CCVCV'];['3'];['advene-adulter']
['adventurer'];['a(dve(ntyu(rri(r'];['/n/'];['adve@nturer'];['0100'];['VCCV1CCVCVC'];['4'];['advene-adulter']
['adventurous'];['a(dve(ntyu(ru(ss'];['/adj/'];['adve@nturous'];['0100'];['VCCV1CCVCVVC'];['4'];['advene-adulter']
['adventurously'];['a(dve(ntyu(ru(sly('];['/adv/'];['adve@nturously'];['01000'];['VCCV1CCVCVVCCV'];['5'];['advene-adulter']
['adventuresome'];['a(dve(ntu(rsu(m'];['/adj/'];['adve@nturesome'];['01000'];['VCCV1CCVCVCVCV'];['5'];['advene-adulter']
['adverb'];['a(dve(rb'];['/n/'];['a@dverb'];['10'];['V1CCVCC'];['2'];['advene-adulter']
['adverbial'];['a(dve(rbyi(l'];['/adj/'];['adve@rbial'];['010'];['VCCV1CCVVC'];['3'];['advene-adulter']
['adverbially'];['a(dve(rbyi(lly'];['/adv/'];['adve@rbially'];['0100'];['VCCV1CCVVCCV'];['4'];['advene-adulter']
['adversable'];['a(dve(rsi(ble'];['/adj/'];['adve@rsable'];['010'];['VCCV1CCVCCV'];['3'];['advene-adulter']
['adversary'];['a(dve(rsairy('];['/n/'];['a@dversary'];['1000'];['V1CCVCCVCV'];['4'];['advene-adulter']
['adversative'];['a(dve(rsi(ti(v'];['/adj/'];['adversative'];['0000'];['VCCVCCVCVCV'];['4'];['advene-adulter']
['adverse'];['a(dve(rss'];['/adj/'];['a@dverse'];['10'];['V1CCVCCV'];['2'];['advene-adulter']
['adversity'];['a(dve(rssi(ty('];['/n/'];['adve@rsity'];['0100'];['VCCV1CCVCV'];['4'];['advene-adulter']
['advert'];['a(dve(rt'];['/v/'];['adve@rt'];['01'];['VCCV1CC'];['2'];['advene-adulter']
['advertence'];['a(dve(rti(nss'];['/n/'];['adve@rtence'];['010'];['VCCV1CCVCCV'];['3'];['advene-adulter']
['advertency'];['a(dve(rti(nsy('];['/n/'];['adve@rtency'];['0100'];['VCCV1CCVCCV'];['4'];['advene-adulter']
['advertise'];['a(dve(rti)z'];['/v/'];['adverti@se'];['001'];['VCCVCCV1CV'];['3'];['advene-adulter']
['advertisement'];['a(dve(rti(ssmi(nt'];['/n/'];['adve@rtisement'];['01000'];['VCCV1CCVCVCVCC'];['5'];['advene-adulter']
['advertiser'];['a(dve(rti)zi(r'];['/n/'];['adverti@ser'];['0010'];['VCCVCCV1CVC'];['4'];['advene-adulter']
['advertising'];['a(dve(rti)zi(ng'];['/n/'];['adverti@sing'];['0010'];['VCCVCCV1CVCC'];['4'];['advene-adulter']
['advesperate'];['a(dve(spi(rait'];['/v/'];['adve@sperate'];['0100'];['VCCV1CCVCVCV'];['4'];['advene-adulter']
['advice'];['a(dvi)ss'];['/n/'];['advi@ce'];['01'];['VCCV1CV'];['2'];['advene-adulter']
['adviseable'];['a(dvi)zi(bl'];['/adj/'];['advi@seable'];['010'];['VCCV1CVVCCV'];['3'];['advene-adulter']
['advise'];['a(dvi)z'];['/v/'];['advi@se'];['01'];['VCCV1CV'];['2'];['advene-adulter']
['advised'];['a(dvi)zi(d'];['/adj/'];['advi@sed'];['010'];['VCCV1CVC'];['3'];['advene-adulter']
['advisedly'];['a(dvi)zi(dly('];['/adv/'];['advi@sedly'];['0100'];['VCCV1CVCCV'];['4'];['advene-adulter']
['advisedness'];['a(dvi)zi(dni(ss'];['/n/'];['advi@sedness'];['0100'];['VCCV1CVCCVCC'];['4'];['advene-adulter']
['adviser'];['a(dvi)zi(r'];['/n/'];['advi@ser'];['010'];['VCCV1CVC'];['3'];['advene-adulter']
['adulation'];['a(dyu(laishu(n'];['/n/'];['adula@tion'];['0010'];['VCVCV1CVVC'];['4'];['advene-adulter']
['adulator'];['adyu(laitu(r'];['/n/'];['adula@tor'];['0010'];['VCVCV1CVC'];['4'];['advene-adulter']
['adulatory'];['a(dyu(li(tto(ry'];['/adj/'];['a@dulatory'];['10000'];['V1CVCVCVCV'];['5'];['advene-adulter']
['adult'];['a(du(lt'];['/adj/'];['adu@lt'];['01'];['VCV1CC'];['2'];['advene-adulter']
['adultness'];['a(du(ltni(ss'];['/n/'];['adu@ltness'];['010'];['VCV1CCCVCC'];['3'];['advene-adulter']
['adulter'];['a(du(lti(r'];['/v/'];['adu@lter'];['010'];['VCV1CCVC'];['3'];['advene-adulter']
['adulterate'];['a(du(ltrait'];['/adj/v/'];['adu@lterate'];['0100'];['VCV1CCVCVCV'];['4'];['adulterate-affectionateness']
['adulteration'];['a(du(lti(raishun'];['/n/'];['adultera@tion'];['00010'];['VCVCCVCV1CVVC'];['5'];['adulterate-affectionateness']
['adulterer'];['a(du(ltri(r'];['/n/'];['adu@lterer'];['0100'];['VCV1CCVCVC'];['4'];['adulterate-affectionateness']
['adulteress'];['adu(ltri(ss'];['/n/'];['adu@lteress'];['0100'];['VCV1CCVCVCC'];['4'];['adulterate-affectionateness']
['adulterous'];['a(du(ltru(ss'];['/adj/'];['adu@lterous'];['010'];['VCV1CCVCVVC'];['3'];['adulterate-affectionateness']
['adultery'];['a(du(ltry('];['/n/'];['adu@ltery'];['0100'];['VCV1CCVCV'];['4'];['adulterate-affectionateness']
['adumbrate'];['a(du(mbrait'];['/v/'];['adu@mbrate'];['010'];['VCV1CCCVCV'];['3'];['adulterate-affectionateness']
['adumbration'];['a(du(mbraishu(n'];['/n/'];['adumbra@tion'];['0010'];['VCVCCCV1CVVC'];['4'];['adulterate-affectionateness']
['adunation'];['a(deunaishu(n'];['/n/'];['aduna@tion'];['0010'];['VCVCV1CVVC'];['4'];['adulterate-affectionateness']
['aduncity'];['a(du(nsi(ty('];['/n/'];['adu@ncity'];['0100'];['VCV1CCVCV'];['4'];['adulterate-affectionateness']
['advocate'];['a(dvo(kait'];['/n/'];['a@dvocate'];['100'];['V1CCVCVCV'];['3'];['adulterate-affectionateness']
['advocation'];['a(dvo(kaishu(n'];['/n/'];['advoca@tion'];['0010'];['VCCVCV1CVVC'];['4'];['adulterate-affectionateness']
